qname,A_pos,A_strand,B_pos,B_strand,A_AS,A_XS,A_score_gap,A_MAPQ,A_MAPQ_clean,A_NM,A_candidate_count,A_rank,expected_B_center,target_z,target_width,bowtie_fixed_width,TLEN_for_evaluation_only,primary
r329,12313,+,12505,-,0,,,255,,0,1,1,12492.0,13.0,26.0,500,263,True
r330,45281,+,45469,-,-24,,,255,,6,1,1,45480.0,11.0,22.0,500,239,True
r331,27416,+,27531,-,-16,,,255,,6,1,1,27521.0,10.0,20.0,500,260,True
r332,27166,+,27293,-,-11,,,255,,2,1,1,27332.0,39.0,78.0,500,211,True
r333,24783,+,24969,-,0,,,255,,0,1,1,24914.0,55.0,110.0,500,305,True
r335,34437,+,34581,-,-11,,,255,,3,1,1,34554.0,27.0,54.0,500,277,True
r336,39008,-,38778,+,0,,,255,,0,1,1,38799.0,21.0,42.0,500,-271,True
r337,23080,-,23080,+,-20,,,255,,4,1,1,23229.0,149.0,298.0,500,-208,True
r338,15307,-,15264,+,-2,,,255,,1,1,1,15228.0,36.0,72.0,500,-214,True
r339,17580,+,17693,-,-10,,,255,,2,1,1,17756.0,63.0,126.0,500,187,True
r340,8868,+,8868,-,0,,,255,,0,1,1,8939.0,71.0,142.0,500,179,True
r341,25279,-,25115,+,-7,,,255,,3,1,1,25110.0,5.0,10.0,500,-245,True
r342,12505,+,12583,-,-8,,,255,,3,1,1,12607.0,24.0,48.0,500,226,True
r343,14523,-,14523,+,-21,,,255,,5,1,1,14724.0,201.0,402.0,500,-225,True
r344,20816,-,20766,+,-7,,,255,,3,1,1,20766.0,0.0,0.0,500,-250,True
r345,30278,+,30401,-,-6,,,255,,4,1,1,30406.0,5.0,10.0,500,245,True
r346,30470,+,30470,-,0,,,255,,0,1,1,30487.0,17.0,34.0,500,233,True
r347,34335,-,34125,+,-8,,,255,,1,1,1,34211.0,86.0,172.0,500,-336,True
r348,11741,+,11961,-,-7,,,255,,3,1,1,11911.0,50.0,100.0,500,300,True
r350,14243,+,14360,-,-2,,,255,,2,1,1,14424.0,64.0,128.0,500,186,True
r351,17773,+,18046,-,0,,,255,,0,1,1,17983.0,63.0,126.0,500,313,True
r353,8051,-,7875,+,-4,,,255,,1,1,1,7890.0,15.0,30.0,500,-265,True
r354,44320,-,44151,+,-8,,,255,,1,1,1,44162.0,11.0,22.0,500,-261,True
r355,1834,-,1672,+,-6,,,255,,5,1,1,1749.0,77.0,154.0,500,-327,True
r358,23989,+,24067,-,0,,,255,,0,1,1,24170.0,103.0,206.0,500,147,True
r359,31360,-,31221,+,-3,,,255,,2,1,1,31157.0,64.0,128.0,500,-186,True
r360,22924,-,22738,+,-8,,,255,,5,1,1,22746.0,8.0,16.0,500,-258,True
r361,40337,-,40078,+,0,,,255,,0,1,1,40128.0,50.0,100.0,500,-300,True
r362,45858,-,45737,+,-11,,,255,,2,1,1,45758.0,21.0,42.0,500,-271,True
r363,32692,-,32523,+,-1,,,255,,1,1,1,32530.0,7.0,14.0,500,-257,True
r364,16062,-,15815,+,-3,,,255,,2,1,1,15883.0,68.0,136.0,500,-318,True
r365,41584,+,41802,-,-12,,,255,,3,1,1,41737.0,65.0,130.0,500,315,True
r366,26473,-,26473,+,-4,,,255,,3,1,1,26495.0,22.0,44.0,500,-228,True
r367,47328,-,47155,+,0,,,255,,0,1,1,47120.0,35.0,70.0,500,-215,True
r368,11731,-,11566,+,-9,,,255,,3,1,1,11608.0,42.0,84.0,500,-292,True
r369,35432,-,35343,+,-1,,,255,,1,1,1,35343.0,0.0,0.0,500,-250,True
r370,8962,+,9066,-,-10,,,255,,8,1,1,9115.0,49.0,98.0,500,201,True
r371,9523,+,9602,-,-15,,,255,,6,1,1,9655.0,53.0,106.0,500,197,True
r372,5897,+,6078,-,-1,,,255,,1,1,1,6091.0,13.0,26.0,500,237,True
r373,18359,+,18517,-,-14,,,255,,8,1,1,18529.0,12.0,24.0,500,238,True
r374,47087,-,47087,+,-8,,,255,,4,1,1,47264.0,177.0,354.0,500,-234,True
r375,39456,+,39622,-,-6,,,255,,3,1,1,39655.0,33.0,66.0,500,217,True
r377,17586,-,17393,+,-8,,,255,,1,1,1,17415.0,22.0,44.0,500,-272,True
r378,13199,+,13353,-,-9,,,255,,3,1,1,13403.0,50.0,100.0,500,200,True
r379,38090,-,37840,+,-5,,,255,,3,1,1,37912.0,72.0,144.0,500,-322,True
r380,36495,+,36644,-,0,,,255,,0,1,1,36608.0,36.0,72.0,500,286,True
r381,15757,-,15595,+,-1,,,255,,1,1,1,15577.0,18.0,36.0,500,-232,True
r382,21917,-,21836,+,-27,,,255,,8,1,1,21764.0,72.0,144.0,500,-178,True
r384,45893,+,46091,-,-11,,,255,,10,1,1,46079.0,12.0,24.0,500,262,True
r385,42359,-,42359,+,-6,,,255,,3,1,1,42544.0,185.0,370.0,500,-214,True
r386,11145,-,11145,+,-7,,,255,,3,1,1,11291.0,146.0,292.0,500,-162,True
r387,17373,+,17566,-,-1,,,255,,1,1,1,17501.0,65.0,130.0,500,315,True
r388,48253,-,48253,+,-2,,,255,,2,1,1,48378.0,125.0,250.0,500,-145,True
r389,30511,+,30608,-,-10,,,255,,3,1,1,30665.0,57.0,114.0,500,193,True
r390,3291,+,3463,-,-5,,,255,,2,1,1,3460.0,3.0,6.0,500,253,True
r391,7068,+,7342,-,-2,,,255,,1,1,1,7267.0,75.0,150.0,500,325,True
r392,39996,+,40111,-,-3,,,255,,3,1,1,40075.0,36.0,72.0,500,286,True
r393,11149,+,11351,-,0,,,255,,0,1,1,11349.0,2.0,4.0,500,252,True
r394,30338,-,30225,+,-4,,,255,,2,1,1,30171.0,54.0,108.0,500,-196,True
r395,22386,+,22505,-,-12,,,255,,8,1,1,22443.0,62.0,124.0,500,312,True
r396,5171,+,5384,-,0,,,255,,0,1,1,5376.0,8.0,16.0,500,258,True
r397,37655,+,37863,-,-2,,,255,,1,1,1,37830.0,33.0,66.0,500,283,True
r398,18656,-,18641,+,-7,,,255,,7,1,1,18513.0,128.0,256.0,500,-122,True
r399,35069,+,35304,-,-5,,,255,,3,1,1,35273.0,31.0,62.0,500,281,True
r400,43867,+,44022,-,-7,,,255,,4,1,1,44071.0,49.0,98.0,500,201,True
r401,13605,+,13739,-,-4,,,255,,2,1,1,13805.0,66.0,132.0,500,184,True
r403,16129,-,15987,+,-1,,,255,,1,1,1,15933.0,54.0,108.0,500,-196,True
r404,39444,+,39487,-,0,,,255,,0,1,1,39553.0,66.0,132.0,500,184,True
r405,3197,-,3121,+,-12,,,255,,3,1,1,3077.0,44.0,88.0,500,-206,True
r406,8096,-,7854,+,-1,,,255,,1,1,1,7900.0,46.0,92.0,500,-296,True
r407,14962,-,14685,+,-1,,,255,,1,1,1,14797.0,112.0,224.0,500,-362,True
r408,8265,-,8104,+,-2,,,255,,2,1,1,8138.0,34.0,68.0,500,-284,True
r409,10495,-,10266,+,0,,,255,,0,1,1,10301.0,35.0,70.0,500,-285,True
r410,47558,+,47562,-,-2,,,255,,1,1,1,47601.0,39.0,78.0,500,211,True
r411,16572,+,16705,-,-8,,,255,,2,1,1,16698.0,7.0,14.0,500,257,True
r412,40327,+,40505,-,-3,,,255,,3,1,1,40481.0,24.0,48.0,500,274,True
r413,27159,+,27337,-,-16,,,255,,3,1,1,27333.0,4.0,8.0,500,254,True
r414,14585,+,14626,-,0,,,255,,0,1,1,14652.0,26.0,52.0,500,224,True
r415,31859,-,31591,+,-1,,,255,,1,1,1,31668.0,77.0,154.0,500,-327,True
r416,19426,-,19199,+,-2,,,255,,2,1,1,19261.0,62.0,124.0,500,-312,True
r417,12394,-,12174,+,-17,,,255,,4,1,1,12229.0,55.0,110.0,500,-305,True
r418,11368,-,11140,+,0,,,255,,0,1,1,11160.0,20.0,40.0,500,-270,True
r419,43718,-,43501,+,-1,,,255,,1,1,1,43511.0,10.0,20.0,500,-260,True
r420,45644,+,45762,-,-7,,,255,,2,1,1,45746.0,16.0,32.0,500,266,True
r421,10185,-,10185,+,-7,,,255,,5,1,1,10203.0,18.0,36.0,500,-232,True
r422,25844,-,25687,+,-10,,,255,,3,1,1,25715.0,28.0,56.0,500,-278,True
r423,3264,+,3416,-,-5,,,255,,1,1,1,3449.0,33.0,66.0,500,217,True
r424,18556,+,18723,-,-1,,,255,,1,1,1,18761.0,38.0,76.0,500,212,True
r426,47144,+,47144,-,-3,,,255,,3,1,1,47168.0,24.0,48.0,500,226,True
r427,538,+,692,-,-1,,,255,,1,1,1,622.0,70.0,140.0,500,320,True
r428,27169,+,27286,-,-14,,,255,,5,1,1,27278.0,8.0,16.0,500,258,True
r429,823,+,1052,-,-1,,,255,,1,1,1,997.0,55.0,110.0,500,305,True
r430,19843,-,19740,+,-1,,,255,,1,1,1,19704.0,36.0,72.0,500,-214,True
r431,38088,+,38234,-,-3,,,255,,3,1,1,38220.0,14.0,28.0,500,264,True
r432,35694,-,35627,+,-10,,,255,,3,1,1,35673.0,46.0,92.0,500,-296,True
r433,38001,+,38222,-,-1,,,255,,1,1,1,38191.0,31.0,62.0,500,281,True
r434,20297,-,20057,+,-1,,,255,,1,1,1,20111.0,54.0,108.0,500,-304,True
r435,18927,-,18799,+,-2,,,255,,2,1,1,18793.0,6.0,12.0,500,-244,True
r436,41933,-,41773,+,-6,,,255,,2,1,1,41775.0,2.0,4.0,500,-252,True
r437,4327,-,4145,+,-5,,,255,,1,1,1,4117.0,28.0,56.0,500,-222,True
r438,9892,-,9709,+,-1,,,255,,1,1,1,9706.0,3.0,6.0,500,-247,True
r439,31137,-,31067,+,-5,,,255,,1,1,1,31000.0,67.0,134.0,500,-183,True
r440,32135,-,32135,+,-7,,,255,,2,1,1,32330.0,195.0,390.0,500,-235,True
r441,15145,+,15305,-,-8,,,255,,6,1,1,15349.0,44.0,88.0,500,206,True
r442,47175,+,47365,-,0,,,255,,0,1,1,47334.0,31.0,62.0,500,281,True
r443,36707,+,36791,-,0,,,255,,0,1,1,36872.0,81.0,162.0,500,169,True
r444,32436,-,32370,+,-5,,,255,,4,1,1,32315.0,55.0,110.0,500,-195,True
r445,30183,+,30183,-,-5,,,255,,1,1,1,30249.0,66.0,132.0,500,184,True
r446,26221,+,26452,-,0,,,255,,0,1,1,26383.0,69.0,138.0,500,319,True
r447,10668,+,10696,-,-9,,,255,,4,1,1,10791.0,95.0,190.0,500,155,True
r448,23845,+,23845,-,-4,,,255,,1,1,1,23918.0,73.0,146.0,500,177,True
r449,46431,+,46629,-,-7,,,255,,3,1,1,46560.0,69.0,138.0,500,319,True
r450,7812,-,7625,+,-2,,,255,,2,1,1,7617.0,8.0,16.0,500,-242,True
r451,33773,-,33645,+,-6,,,255,,3,1,1,33718.0,73.0,146.0,500,-323,True
r452,11987,+,12039,-,-1,,,255,,1,1,1,12058.0,19.0,38.0,500,231,True
r453,170,+,235,-,-15,,,255,,5,1,1,301.0,66.0,132.0,500,184,True
r454,18186,+,18391,-,-1,,,255,,1,1,1,18378.0,13.0,26.0,500,263,True
r455,26354,+,26536,-,0,,,255,,0,1,1,26537.0,1.0,2.0,500,249,True
r456,21079,+,21101,-,-8,,,255,,2,1,1,21101.0,0.0,0.0,500,250,True
r457,4335,-,4335,+,-4,,,255,,4,1,1,4535.0,200.0,400.0,500,-190,True
r460,39074,+,39133,-,-1,,,255,,1,1,1,39161.0,28.0,56.0,500,222,True
r461,41607,-,41422,+,-12,,,255,,3,1,1,41445.0,23.0,46.0,500,-273,True
r462,29539,+,29790,-,-9,,,255,,6,1,1,29731.0,59.0,118.0,500,309,True
r463,47671,-,47530,+,-3,,,255,,1,1,1,47542.0,12.0,24.0,500,-262,True
r464,17121,+,17301,-,-7,,,255,,3,1,1,17283.0,18.0,36.0,500,268,True
r465,5375,-,5341,+,-3,,,255,,1,1,1,5275.0,66.0,132.0,500,-184,True
r466,11599,-,11526,+,-7,,,255,,3,1,1,11496.0,30.0,60.0,500,-220,True
r467,37217,+,37400,-,-3,,,255,,3,1,1,37419.0,19.0,38.0,500,231,True
r470,15445,-,15323,+,-6,,,255,,4,1,1,15317.0,6.0,12.0,500,-244,True
r471,41416,-,41287,+,-1,,,255,,1,1,1,41242.0,45.0,90.0,500,-205,True
r472,35109,-,34998,+,-5,,,255,,2,1,1,34902.0,96.0,192.0,500,-154,True
r473,33779,-,33557,+,-1,,,255,,1,1,1,33597.0,40.0,80.0,500,-290,True
r474,22427,-,22344,+,-23,,,255,,5,1,1,22371.0,27.0,54.0,500,-277,True
r475,15838,+,15994,-,-7,,,255,,5,1,1,16008.0,14.0,28.0,500,236,True
r476,16250,+,16250,-,-4,,,255,,3,1,1,16287.0,37.0,74.0,500,213,True
r477,24022,+,24160,-,-1,,,255,,1,1,1,24128.0,32.0,64.0,500,282,True
r478,4903,+,5047,-,-3,,,255,,1,1,1,5024.0,23.0,46.0,500,273,True
r479,41873,+,41926,-,-1,,,255,,1,1,1,42016.0,90.0,180.0,500,160,True
r481,14900,-,14796,+,-14,,,255,,3,1,1,14739.0,57.0,114.0,500,-193,True
r482,36146,-,35986,+,-9,,,255,,7,1,1,35962.0,24.0,48.0,500,-226,True
r483,30156,-,29970,+,0,,,255,,0,1,1,29972.0,2.0,4.0,500,-252,True
r484,24112,+,24315,-,-8,,,255,,6,1,1,24272.0,43.0,86.0,500,293,True
r485,10616,-,10616,+,-4,,,255,,4,1,1,10801.0,185.0,370.0,500,-184,True
r486,8073,-,7845,+,0,,,255,,0,1,1,7890.0,45.0,90.0,500,-295,True
r487,26580,-,26379,+,0,,,255,,0,1,1,26414.0,35.0,70.0,500,-285,True
r488,3543,+,3644,-,-14,,,255,,3,1,1,3656.0,12.0,24.0,500,238,True
r489,20032,-,19824,+,0,,,255,,0,1,1,19860.0,36.0,72.0,500,-286,True
r490,42363,+,42412,-,-5,,,255,,2,1,1,42490.0,78.0,156.0,500,172,True
r491,16881,+,17036,-,0,,,255,,0,1,1,17074.0,38.0,76.0,500,212,True
r492,48185,+,48364,-,-2,,,255,,1,1,1,48375.0,11.0,22.0,500,239,True
r493,12566,-,12411,+,-17,,,255,,4,1,1,12385.0,26.0,52.0,500,-224,True
r494,42374,+,42503,-,-1,,,255,,1,1,1,42540.0,37.0,74.0,500,213,True
r495,45211,-,45026,+,0,,,255,,0,1,1,45074.0,48.0,96.0,500,-298,True
r497,33961,-,33746,+,-2,,,255,,1,1,1,33787.0,41.0,82.0,500,-291,True
r498,43475,-,43326,+,-1,,,255,,1,1,1,43278.0,48.0,96.0,500,-202,True
r499,25047,-,24966,+,-1,,,255,,1,1,1,24861.0,105.0,210.0,500,-145,True
r500,17784,-,17667,+,-1,,,255,,1,1,1,17623.0,44.0,88.0,500,-206,True
r501,5632,-,5454,+,-1,,,255,,1,1,1,5480.0,26.0,52.0,500,-276,True
r502,369,-,120,+,-1,,,255,,1,1,1,166.0,46.0,92.0,500,-296,True
r503,13015,+,13190,-,-8,,,255,,1,1,1,13178.0,12.0,24.0,500,262,True
r504,44208,+,44345,-,-21,,,255,,8,1,1,44358.0,13.0,26.0,500,237,True
r506,8306,-,8161,+,-9,,,255,,5,1,1,8238.0,77.0,154.0,500,-327,True
r507,5063,-,4949,+,0,,,255,,0,1,1,4886.0,63.0,126.0,500,-187,True
r508,27008,+,27137,-,-4,,,255,,2,1,1,27181.0,44.0,88.0,500,206,True
r509,17766,-,17766,+,-28,,,255,,22,1,1,17948.0,182.0,364.0,500,-237,True
r510,409,-,350,+,-3,,,255,,1,1,1,292.0,58.0,116.0,500,-192,True
r511,42301,-,42301,+,-7,,,255,,6,1,1,42504.0,203.0,406.0,500,-230,True
r512,27741,-,27694,+,-8,,,255,,4,1,1,27666.0,28.0,56.0,500,-222,True
r513,12093,+,12278,-,0,,,255,,0,1,1,12298.0,20.0,40.0,500,230,True
r514,15918,-,15888,+,0,,,255,,0,1,1,15921.0,33.0,66.0,500,-283,True
r515,9219,-,9112,+,-1,,,255,,1,1,1,9119.0,7.0,14.0,500,-257,True
r516,11775,-,11578,+,-1,,,255,,1,1,1,11625.0,47.0,94.0,500,-297,True
r517,44585,+,44755,-,-2,,,255,,2,1,1,44756.0,1.0,2.0,500,249,True
r518,11884,+,11995,-,0,,,255,,0,1,1,11982.0,13.0,26.0,500,263,True
r519,26629,-,26489,+,0,,,255,,0,1,1,26430.0,59.0,118.0,500,-191,True
r520,45777,+,46012,-,-6,,,255,,4,1,1,45946.0,66.0,132.0,500,316,True
r521,23484,+,23681,-,-5,,,255,,1,1,1,23659.0,22.0,44.0,500,272,True
r522,4851,+,5080,-,-2,,,255,,1,1,1,5048.0,32.0,64.0,500,282,True
r525,31509,-,31509,+,-4,,,255,,4,1,1,31701.0,192.0,384.0,500,-187,True
r526,18078,+,18279,-,0,,,255,,0,1,1,18288.0,9.0,18.0,500,241,True
r527,11559,+,11677,-,-1,,,255,,1,1,1,11670.0,7.0,14.0,500,257,True
r528,25202,+,25401,-,-1,,,255,,1,1,1,25403.0,2.0,4.0,500,248,True
r529,17416,-,17343,+,-11,,,255,,8,1,1,17308.0,35.0,70.0,500,-215,True
r531,6395,-,6316,+,-5,,,255,,2,1,1,6278.0,38.0,76.0,500,-212,True
r532,31433,-,31256,+,-13,,,255,,3,1,1,31292.0,36.0,72.0,500,-286,True
r533,40346,+,40346,-,-1,,,255,,1,1,1,40392.0,46.0,92.0,500,204,True
r534,18311,+,18495,-,0,,,255,,0,1,1,18431.0,64.0,128.0,500,314,True
r535,25840,+,25840,-,-2,,,255,,2,1,1,25780.0,60.0,120.0,500,310,True
r536,8376,-,8197,+,-1,,,255,,1,1,1,8204.0,7.0,14.0,500,-257,True
r537,5983,-,5877,+,-10,,,255,,7,1,1,5866.0,11.0,22.0,500,-239,True
r538,31091,+,31277,-,-8,,,255,,4,1,1,31241.0,36.0,72.0,500,286,True
r539,10102,+,10250,-,-4,,,255,,1,1,1,10292.0,42.0,84.0,500,208,True
r540,44276,-,44100,+,-9,,,255,,2,1,1,44127.0,27.0,54.0,500,-277,True
r541,46719,-,46574,+,-17,,,255,,8,1,1,46637.0,63.0,126.0,500,-313,True
r542,39207,-,39031,+,-4,,,255,,1,1,1,39008.0,23.0,46.0,500,-227,True
r544,45244,-,44972,+,-4,,,255,,1,1,1,45047.0,75.0,150.0,500,-325,True
r545,3196,-,3099,+,-8,,,255,,1,1,1,3020.0,79.0,158.0,500,-171,True
r546,29162,-,29015,+,0,,,255,,0,1,1,28977.0,38.0,76.0,500,-212,True
r547,15318,+,15318,-,-5,,,255,,1,1,1,15389.0,71.0,142.0,500,179,True
r548,12109,+,12216,-,0,,,255,,0,1,1,12199.0,17.0,34.0,500,267,True
r549,19049,-,18787,+,-15,,,255,,4,1,1,18880.0,93.0,186.0,500,-343,True
r550,15536,+,15603,-,0,,,255,,0,1,1,15603.0,0.0,0.0,500,250,True
r551,32324,-,32133,+,-8,,,255,,6,1,1,32122.0,11.0,22.0,500,-239,True
r552,3349,+,3586,-,-1,,,255,,1,1,1,3547.0,39.0,78.0,500,289,True
r554,41656,-,41557,+,-23,,,255,,10,1,1,41517.0,40.0,80.0,500,-210,True
r555,21658,+,21658,-,-5,,,255,,3,1,1,21667.0,9.0,18.0,500,241,True
r557,24487,+,24627,-,0,,,255,,0,1,1,24648.0,21.0,42.0,500,229,True
r558,5159,-,4973,+,-7,,,255,,3,1,1,4983.0,10.0,20.0,500,-260,True
r559,17311,+,17479,-,0,,,255,,0,1,1,17468.0,11.0,22.0,500,261,True
r560,42873,+,42899,-,0,,,255,,0,1,1,42915.0,16.0,32.0,500,234,True
r561,42734,-,42526,+,0,,,255,,0,1,1,42529.0,3.0,6.0,500,-253,True
r564,46775,+,46879,-,-13,,,255,,5,1,1,46880.0,1.0,2.0,500,249,True
r565,34855,-,34681,+,-4,,,255,,2,1,1,34722.0,41.0,82.0,500,-291,True
r566,16856,-,16722,+,-7,,,255,,4,1,1,16739.0,17.0,34.0,500,-267,True
r567,20083,+,20186,-,-5,,,255,,2,1,1,20271.0,85.0,170.0,500,165,True
r568,27668,+,27812,-,-5,,,255,,2,1,1,27818.0,6.0,12.0,500,244,True
r569,11390,-,11306,+,-1,,,255,,1,1,1,11306.0,0.0,0.0,500,-250,True
r570,12992,+,13134,-,-9,,,255,,2,1,1,13182.0,48.0,96.0,500,202,True
r571,194,-,56,+,-8,,,255,,1,1,1,30.0,26.0,52.0,500,-224,True
r572,7515,-,7400,+,-1,,,255,,1,1,1,7361.0,39.0,78.0,500,-211,True
r573,44881,+,44901,-,-4,,,255,,1,1,1,44927.0,26.0,52.0,500,224,True
r574,16830,+,17039,-,-6,,,255,,2,1,1,17020.0,19.0,38.0,500,269,True
r575,38770,+,38957,-,-12,,,255,,11,1,1,38946.0,11.0,22.0,500,261,True
r576,24583,+,24794,-,-5,,,255,,5,1,1,24774.0,20.0,40.0,500,270,True
r577,30997,-,30840,+,-7,,,255,,4,1,1,30873.0,33.0,66.0,500,-283,True
r578,21305,+,21480,-,0,,,255,,0,1,1,21456.0,24.0,48.0,500,274,True
r580,41563,+,41856,-,-1,,,255,,1,1,1,41759.0,97.0,194.0,500,347,True
r582,7726,-,7542,+,-2,,,255,,2,1,1,7554.0,12.0,24.0,500,-262,True
r583,31922,+,32138,-,0,,,255,,0,1,1,32128.0,10.0,20.0,500,260,True
r584,29932,-,29780,+,0,,,255,,0,1,1,29767.0,13.0,26.0,500,-237,True
r585,20469,+,20667,-,-12,,,255,,9,1,1,20671.0,4.0,8.0,500,246,True
r586,14698,+,14698,-,0,,,255,,0,1,1,14757.0,59.0,118.0,500,191,True
r587,47341,+,47600,-,-14,,,255,,9,1,1,47550.0,50.0,100.0,500,300,True
r588,40994,-,40863,+,0,,,255,,0,1,1,40857.0,6.0,12.0,500,-244,True
r589,13987,+,14001,-,-5,,,255,,4,1,1,14017.0,16.0,32.0,500,234,True
r590,30788,-,30599,+,0,,,255,,0,1,1,30601.0,2.0,4.0,500,-252,True
r591,29778,+,29921,-,0,,,255,,0,1,1,29970.0,49.0,98.0,500,201,True
r592,28802,+,28946,-,-6,,,255,,2,1,1,29002.0,56.0,112.0,500,194,True
r593,16262,-,16255,+,-14,,,255,,5,1,1,16330.0,75.0,150.0,500,-325,True
r594,13644,+,13870,-,0,,,255,,0,1,1,13807.0,63.0,126.0,500,313,True
r595,33206,-,33151,+,0,,,255,,0,1,1,33097.0,54.0,108.0,500,-196,True
r596,8039,+,8113,-,-1,,,255,,1,1,1,8141.0,28.0,56.0,500,222,True
r597,39585,-,39418,+,0,,,255,,0,1,1,39387.0,31.0,62.0,500,-219,True
r598,31902,+,32042,-,-10,,,255,,7,1,1,32102.0,60.0,120.0,500,190,True
r599,7462,+,7640,-,0,,,255,,0,1,1,7666.0,26.0,52.0,500,224,True
r601,1799,-,1652,+,-3,,,255,,3,1,1,1671.0,19.0,38.0,500,-269,True
r602,8886,+,9071,-,-1,,,255,,1,1,1,9080.0,9.0,18.0,500,241,True
r603,36637,-,36528,+,-5,,,255,,5,1,1,36453.0,75.0,150.0,500,-175,True
r604,26720,+,26812,-,-10,,,255,,3,1,1,26843.0,31.0,62.0,500,219,True
r605,14483,-,14356,+,-24,,,255,,6,1,1,14325.0,31.0,62.0,500,-219,True
r606,28166,-,27943,+,0,,,255,,0,1,1,28004.0,61.0,122.0,500,-311,True
r607,15135,-,14979,+,0,,,255,,0,1,1,15009.0,30.0,60.0,500,-280,True
r608,18525,+,18610,-,-10,,,255,,5,1,1,18625.0,15.0,30.0,500,235,True
r609,19310,+,19508,-,-1,,,255,,1,1,1,19504.0,4.0,8.0,500,254,True
r610,3854,+,3854,-,-4,,,255,,4,1,1,3835.0,19.0,38.0,500,269,True
r611,23978,+,24083,-,-18,,,255,,7,1,1,24162.0,79.0,158.0,500,171,True
r612,41789,+,41882,-,-1,,,255,,1,1,1,41865.0,17.0,34.0,500,267,True
r613,44297,+,44297,-,-10,,,255,,2,1,1,44260.0,37.0,74.0,500,287,True
r614,44937,-,44792,+,0,,,255,,0,1,1,44786.0,6.0,12.0,500,-244,True
r615,12689,+,12772,-,-1,,,255,,1,1,1,12839.0,67.0,134.0,500,183,True
r617,2437,-,2437,+,-8,,,255,,5,1,1,2642.0,205.0,410.0,500,-242,True
r618,15607,+,15792,-,-6,,,255,,4,1,1,15762.0,30.0,60.0,500,280,True
r619,23142,+,23227,-,-24,,,255,,18,1,1,23270.0,43.0,86.0,500,207,True
r620,20464,+,20534,-,-15,,,255,,4,1,1,20595.0,61.0,122.0,500,189,True
r621,12172,-,12023,+,-4,,,255,,1,1,1,12067.0,44.0,88.0,500,-294,True
r623,45002,-,44922,+,-10,,,255,,8,1,1,44847.0,75.0,150.0,500,-175,True
r624,714,-,578,+,-3,,,255,,2,1,1,540.0,38.0,76.0,500,-212,True
r625,15492,-,15271,+,-3,,,255,,1,1,1,15297.0,26.0,52.0,500,-276,True
r626,41786,+,42022,-,-5,,,255,,3,1,1,41974.0,48.0,96.0,500,298,True
r627,20834,+,20883,-,-3,,,255,,3,1,1,20882.0,1.0,2.0,500,251,True
r628,43069,+,43273,-,0,,,255,,0,1,1,43247.0,26.0,52.0,500,276,True
r629,8113,+,8225,-,0,,,255,,0,1,1,8311.0,86.0,172.0,500,164,True
r630,34844,+,34996,-,0,,,255,,0,1,1,34965.0,31.0,62.0,500,281,True
r631,5903,+,6034,-,-1,,,255,,1,1,1,6032.0,2.0,4.0,500,252,True
r632,39188,+,39296,-,-2,,,255,,1,1,1,39315.0,19.0,38.0,500,231,True
r633,27943,+,28034,-,-1,,,255,,1,1,1,28107.0,73.0,146.0,500,177,True
r635,41843,-,41717,+,-5,,,255,,4,1,1,41650.0,67.0,134.0,500,-183,True
r636,38489,-,38381,+,-4,,,255,,3,1,1,38450.0,69.0,138.0,500,-319,True
r637,10313,-,10055,+,-4,,,255,,1,1,1,10122.0,67.0,134.0,500,-317,True
r638,24686,-,24508,+,-1,,,255,,1,1,1,24483.0,25.0,50.0,500,-225,True
r639,6418,-,6231,+,-2,,,255,,2,1,1,6209.0,22.0,44.0,500,-228,True
r640,4615,+,4813,-,-1,,,255,,1,1,1,4805.0,8.0,16.0,500,258,True
r642,33855,-,33832,+,-15,,,255,,5,1,1,33836.0,4.0,8.0,500,-254,True
r643,13655,-,13655,+,-26,,,255,,9,1,1,13781.0,126.0,252.0,500,-292,True
r644,45499,-,45396,+,-22,,,255,,7,1,1,45454.0,58.0,116.0,500,-308,True
r646,6386,-,6273,+,-1,,,255,,1,1,1,6225.0,48.0,96.0,500,-202,True
r647,2247,-,2037,+,0,,,255,,0,1,1,2067.0,30.0,60.0,500,-280,True
r648,28748,+,28830,-,-6,,,255,,5,1,1,28863.0,33.0,66.0,500,217,True
r649,34855,+,35015,-,-1,,,255,,1,1,1,35012.0,3.0,6.0,500,253,True
r650,19014,-,18965,+,-19,,,255,,7,1,1,18938.0,27.0,54.0,500,-223,True
r651,19275,-,19087,+,-2,,,255,,2,1,1,19069.0,18.0,36.0,500,-232,True
r652,28278,+,28400,-,-3,,,255,,3,1,1,28453.0,53.0,106.0,500,197,True
r653,12807,-,12718,+,-1,,,255,,1,1,1,12683.0,35.0,70.0,500,-215,True
r654,38761,-,38761,+,-5,,,255,,5,1,1,38946.0,185.0,370.0,500,-207,True
r655,11399,-,11366,+,-6,,,255,,2,1,1,11343.0,23.0,46.0,500,-227,True
r656,48207,-,47966,+,-5,,,255,,3,1,1,47999.0,33.0,66.0,500,-283,True
r657,43779,+,43890,-,-8,,,255,,4,1,1,43832.0,58.0,116.0,500,308,True
r658,42653,-,42429,+,-22,,,255,,8,1,1,42462.0,33.0,66.0,500,-283,True
r659,42985,-,42759,+,-2,,,255,,2,1,1,42839.0,80.0,160.0,500,-330,True
r660,18523,-,18523,+,-9,,,255,,3,1,1,18591.0,68.0,136.0,500,-234,True
